market_id,market_start_time,venue,market_type,selection_id,horse_name,status,last_price_traded,total_matched
1.233380131,2024-09-24 16:45:00+00:00,Warwick,WIN,69174753,Georgias Charm,ACTIVE,1.39,95437.65
1.233380131,2024-09-24 16:45:00+00:00,Warwick,WIN,928425,Honour High,ACTIVE,5.3,95437.65
1.233380131,2024-09-24 16:45:00+00:00,Warwick,WIN,74168371,Mustamento,ACTIVE,24.0,95437.65
1.233380131,2024-09-24 16:45:00+00:00,Warwick,WIN,65436307,Lady Buttercup,ACTIVE,44.0,95437.65
1.233380131,2024-09-24 16:45:00+00:00,Warwick,WIN,71023391,County Royal,ACTIVE,42.0,95437.65
1.233380131,2024-09-24 16:45:00+00:00,Warwick,WIN,74168370,Glen Affric,ACTIVE,320.0,95437.65
1.233380131,2024-09-24 16:45:00+00:00,Warwick,WIN,71731028,Pleniflora,REMOVED,,95437.65
1.233380209,2024-09-24 16:55:00+00:00,Newcastle,WIN,73420632,Orange Sky,ACTIVE,2.26,47634.46
1.233380209,2024-09-24 16:55:00+00:00,Newcastle,WIN,69474943,Titian Blue,ACTIVE,3.2,47634.46
1.233380209,2024-09-24 16:55:00+00:00,Newcastle,WIN,73805109,Arkinthestars,ACTIVE,7.0,47634.46
1.233380209,2024-09-24 16:55:00+00:00,Newcastle,WIN,74168387,Thamna,ACTIVE,19.0,47634.46
1.233380209,2024-09-24 16:55:00+00:00,Newcastle,WIN,72651349,Harswell Ruby,ACTIVE,24.0,47634.46
1.233380209,2024-09-24 16:55:00+00:00,Newcastle,WIN,74168385,Sweet Scent,ACTIVE,100.0,47634.46
1.233380209,2024-09-24 16:55:00+00:00,Newcastle,WIN,1055510,Media,ACTIVE,210.0,47634.46
1.233380209,2024-09-24 16:55:00+00:00,Newcastle,WIN,74168386,Candle Of Time,ACTIVE,350.0,47634.46
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,70013822,Charm Runner,ACTIVE,4.8,12544.59
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,70296608,Monticristo Boy,ACTIVE,5.1,12544.59
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,67337004,Ettorino,ACTIVE,6.2,12544.59
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,67992237,Ashen Glow,ACTIVE,8.0,12544.59
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,71023356,Indys Angel,ACTIVE,8.0,12544.59
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,68612621,Stat Goddess,ACTIVE,14.0,12544.59
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,69767891,Hickton,ACTIVE,18.0,12544.59
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,68937450,Arias Dream,ACTIVE,26.0,12544.59
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,68686032,Poets Peace,ACTIVE,46.0,12544.59
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,72422022,Lilchita,ACTIVE,190.0,12544.59
1.233380223,2024-09-24 18:00:00+00:00,Newcastle,WIN,34000565,Asadjumeirah,ACTIVE,7.6,8977.66
1.233380223,2024-09-24 18:00:00+00:00,Newcastle,WIN,9228,Barnaby,ACTIVE,7.8,8977.66
1.233380223,2024-09-24 18:00:00+00:00,Newcastle,WIN,57419556,Smalleytime,ACTIVE,8.0,8977.66
1.233380223,2024-09-24 18:00:00+00:00,Newcastle,WIN,12899178,Mutanaaseq,ACTIVE,9.8,8977.66
1.233380223,2024-09-24 18:00:00+00:00,Newcastle,WIN,45069289,Drakeholes,ACTIVE,10.5,8977.66
1.233380223,2024-09-24 18:00:00+00:00,Newcastle,WIN,39947083,Doomsday,ACTIVE,10.5,8977.66
1.233380223,2024-09-24 18:00:00+00:00,Newcastle,WIN,41923863,Miss Willows,ACTIVE,11.0,8977.66
1.233380223,2024-09-24 18:00:00+00:00,Newcastle,WIN,58821820,Alices Impact,ACTIVE,14.5,8977.66
1.233380223,2024-09-24 18:00:00+00:00,Newcastle,WIN,10007447,Cage Rattler,ACTIVE,17.0,8977.66
1.233380223,2024-09-24 18:00:00+00:00,Newcastle,WIN,58821817,Chillout Charlie,ACTIVE,24.0,8977.66
1.233380223,2024-09-24 18:00:00+00:00,Newcastle,WIN,57349070,Madame Christine,ACTIVE,25.0,8977.66
1.233380223,2024-09-24 18:00:00+00:00,Newcastle,WIN,51117245,Candy Eye,ACTIVE,36.0,8977.66
1.233380223,2024-09-24 18:00:00+00:00,Newcastle,WIN,57238331,Entrecasteaux,ACTIVE,140.0,8977.66
1.233380230,2024-09-24 18:30:00+00:00,Newcastle,WIN,7313510,Barossa,ACTIVE,3.45,5250.64
1.233380230,2024-09-24 18:30:00+00:00,Newcastle,WIN,48531488,Concert Boy,ACTIVE,4.4,5250.64
1.233380230,2024-09-24 18:30:00+00:00,Newcastle,WIN,60421328,Alibi Warning,ACTIVE,7.0,5250.64
1.233380230,2024-09-24 18:30:00+00:00,Newcastle,WIN,58383346,Polly The Rocket,ACTIVE,12.5,5250.64
1.233380230,2024-09-24 18:30:00+00:00,Newcastle,WIN,39439834,Yaahobby,ACTIVE,15.5,5250.64
1.233380230,2024-09-24 18:30:00+00:00,Newcastle,WIN,26336,Rum Runner,ACTIVE,16.0,5250.64
1.233380230,2024-09-24 18:30:00+00:00,Newcastle,WIN,46434602,Zebra Star,ACTIVE,18.5,5250.64
1.233380230,2024-09-24 18:30:00+00:00,Newcastle,WIN,19770102,Gordonstoun,ACTIVE,28.0,5250.64
1.233380230,2024-09-24 18:30:00+00:00,Newcastle,WIN,11822607,Mr Coco Bean,ACTIVE,38.0,5250.64
1.233380230,2024-09-24 18:30:00+00:00,Newcastle,WIN,58579326,Hyrcanian,ACTIVE,75.0,5250.64
1.233380230,2024-09-24 18:30:00+00:00,Newcastle,WIN,67168408,Thea Bell,ACTIVE,85.0,5250.64
1.233380230,2024-09-24 18:30:00+00:00,Newcastle,WIN,54186377,Believe Me Now,REMOVED,,5250.64
1.233380237,2024-09-24 19:00:00+00:00,Newcastle,WIN,10223812,Balqaa,ACTIVE,4.4,10656.62
1.233380237,2024-09-24 19:00:00+00:00,Newcastle,WIN,45720432,Barleybrown,ACTIVE,5.7,10656.62
1.233380237,2024-09-24 19:00:00+00:00,Newcastle,WIN,16822840,Tiger Trap,ACTIVE,6.2,10656.62
1.233380237,2024-09-24 19:00:00+00:00,Newcastle,WIN,39565219,Langton Wold,ACTIVE,8.2,10656.62
1.233380237,2024-09-24 19:00:00+00:00,Newcastle,WIN,1219396,Strangerontheshore,ACTIVE,9.0,10656.62
1.233380237,2024-09-24 19:00:00+00:00,Newcastle,WIN,15753327,Whatwouldyouknow,ACTIVE,15.5,10656.62
1.233380237,2024-09-24 19:00:00+00:00,Newcastle,WIN,28467174,Brazen Rascal,ACTIVE,18.0,10656.62
1.233380237,2024-09-24 19:00:00+00:00,Newcastle,WIN,54230559,Haaf A Diamond,ACTIVE,23.0,10656.62
1.233380237,2024-09-24 19:00:00+00:00,Newcastle,WIN,38021468,Pop Favorite,ACTIVE,29.0,10656.62
1.233380237,2024-09-24 19:00:00+00:00,Newcastle,WIN,924665,Wyvern,ACTIVE,95.0,10656.62
1.233380244,2024-09-24 19:30:00+00:00,Newcastle,WIN,26134624,Golden Duke,ACTIVE,5.7,9790.09
1.233380244,2024-09-24 19:30:00+00:00,Newcastle,WIN,41456618,Lord Abama,ACTIVE,6.8,9790.09
1.233380244,2024-09-24 19:30:00+00:00,Newcastle,WIN,46065550,Hes An Angel,ACTIVE,7.2,9790.09
1.233380244,2024-09-24 19:30:00+00:00,Newcastle,WIN,54881224,East Bank,ACTIVE,7.4,9790.09
1.233380244,2024-09-24 19:30:00+00:00,Newcastle,WIN,54186795,Alfa Whiteburd,ACTIVE,8.0,9790.09
1.233380244,2024-09-24 19:30:00+00:00,Newcastle,WIN,61868709,Front Gunner,ACTIVE,15.0,9790.09
1.233380244,2024-09-24 19:30:00+00:00,Newcastle,WIN,49526290,Noble Captain,ACTIVE,17.5,9790.09
1.233380244,2024-09-24 19:30:00+00:00,Newcastle,WIN,55681539,Callianassa,ACTIVE,20.0,9790.09
1.233380244,2024-09-24 19:30:00+00:00,Newcastle,WIN,39081315,Howzak,ACTIVE,29.0,9790.09
1.233380244,2024-09-24 19:30:00+00:00,Newcastle,WIN,24292276,Spartan Fighter,ACTIVE,40.0,9790.09
1.233380244,2024-09-24 19:30:00+00:00,Newcastle,WIN,13123197,Tathmeen,ACTIVE,42.0,9790.09
1.233380244,2024-09-24 19:30:00+00:00,Newcastle,WIN,51819018,Rogue Thunder,ACTIVE,50.0,9790.09
1.233380244,2024-09-24 19:30:00+00:00,Newcastle,WIN,7072840,Quanah,ACTIVE,130.0,9790.09
1.233380244,2024-09-24 19:30:00+00:00,Newcastle,WIN,57926138,Pipers Fort,REMOVED,,9790.09
