"Race Time","Course","Distance (y)","Race Type","Official Going","Classifications","Draw","Draw IV","Position","Horse","Jockey Claim","Weight (pounds)","DSLR","Dam","Sire","Form String","SP Odds Decimal","BF Decimal SP","Won (1=Won, 0=Lost)","PRC Average","PRC Last Run","PRC 2nd Last Run","PRC 3rd Last Run","Pace Rating","Pace Rating Rank","OR","OR Rank","Tissue Odds Decimal","PFR Rank","Main","Main Rank","Main Stats","Stats","Stats Rank","Trn Stats","Jky Stats","TrnJky Stats","Hrs Stats","HA Career Speed Rating","HA Career Speed Rating Rank","HA Last 1 Year Speed Rating","HA Last 1 Year Speed Rating Rank","MR Career Speed Rating","MR Career Speed Rating Rank","MR Last 1 Year Speed Rating","MR Last 1 Year Speed Rating Rank","MR Last 3 Runs Speed Rating","MR Last 3 Runs Speed Rating Rank","LTO Speed Rating","LTO Speed Rating Rank","2nd LTO Speed Rating","2nd LTO Speed Rating Rank","3rd LTO Speed Rating","4th LTOt Speed Rating","Evening Price","Breakfast Price","Morning Price",dyHA,dyLTO,dyAVG,dyAVG(x),dyMR,dyMR(x),dy2HA,"Finished Races SR","WON SR Before","Won P/L Before","Plc SR Before","Distance LTO (Same Code)","Distance In Yards LTO (Same Code)","Pounds LTO (Same Code)","Official Rating LTO (Same Code)","Distance To Winner LTO (Same Code)",DSLR(F),DSLR(J),"FLAT TURF Runs Before","FLAT AW Runs Before","CHASE Runs Before","HURDLE Runs Before","NHF Runs Before","ALL FLAT Runs Before","FLAT TURF Wins Before","FLAT AW Wins Before","CHASE Wins Before","HURDLE Wins Before","NHF Wins Before","Distance In Yards LTO","Official Rating LTO","Distance To Winner LTO","Betfair SP Odds LTO (Decimcal)","Speed Rating LTO","PRC Average LTO","PRC Last Run LTO","PRC 2nd Last Run LTO","PRC 3rd Last Run LTO","JSH Mean Movement Rank","Cherry Picked Rating","Today's Going Wins","Today's Going Places","Today's Going Runs","Today's Distance Wins","Today's Distance Places","Today's Distance Runs","Today's Class Wins","Today's Class Places","Today's Class Runs","Today's Course Wins","Today's Course Places","Today's Course Runs","Heavy/Soft Ground Wins","Heavy/Soft Ground Places","Heavy/Soft Ground Runs","Good to Soft Ground Wins","Good to Soft Ground Runs","Good Ground Wins","Good Ground Runs","Good to Firm Ground Wins","Good to Firm Ground Runs","SpeedRating LTO"
"13/11/2024 2:50:00 PM","Ayr","4500","Hurdle","Good","Hcap-Hdle","0","","","Fugitives Drift","7","158","304","Shebeganit","Yeats","1PP/22P86P-P","","1","0","58","40","65","69","6","2","107","5","","8","264","7","538","274","7","67","67","82","58","75","2","0","8","58","2","0","8","0","8","0","8","0","7","0","0","26","34","0","75","0","42","58","53","0","71","73.68","20","-8.47","20","2m 7f 96y","5156","159","0","0","","304","0","0","5","14","1","0","0","0","1","3","0","5156","0","0","9","0","49","40","53","53","","","3","2","11","0","0","3","2","2","7","0","0","0","1","0","5","0","4","3","11","0","0","0"
"13/11/2024 2:50:00 PM","Ayr","4500","Hurdle","Good","Hcap-Hdle","0","","","Highly Recommended","0","166","35","Celestial Harmony","Highland Reel","0-F31","","1","0","71","90","82","40","4","4","115","3","4.5","2","330","2","671","341","1","86","94","96","65","66","5","66","3","56","6","56","4","56","3","66","1","47","4","0","0","4","4","0","66","66","42","56","51","47","56","66.67","25","19","25","2m 5f 55y","4675","154","0","0","","35","0","0","0","3","1","0","0","0","0","1","0","4675","0","0","31.8","66","61","82","40","0","","","1","1","4","0","0","0","1","1","3","0","0","0","0","0","0","0","0","1","4","0","0","66"
"13/11/2024 2:50:00 PM","Ayr","4500","Hurdle","Good","Hcap-Hdle","0","","","Kilbrainy","0","158","20","Portryan Native","Beat Hollow","342416-8001","","1","0","63","93","56","40","0","7","107","5","6.5","5","267","6","589","322","3","94","89","92","47","63","6","47","6","53","7","41","6","39","7","29","7","47","4","39","43","5.5","6","0","63","29","46","38","49","39","58","93.75","10.53","8","10.53","2m 3f 218y","4398","161","103","0","","20","0","0","0","16","3","0","0","0","0","2","0","4398","103","0","45.13","29","51","56","40","56","","","0","1","10","2","0","6","1","1","13","0","0","2","0","0","3","2","5","0","10","0","1","29"
"13/11/2024 2:50:00 PM","Ayr","4500","Hurdle","Good","Hcap-Hdle","0","","","Kinbara Firstdraft","0","161","56","Kimberely Bay","Koropick","5-873186","","1","0","83","75","78","95","2","5","110","4","8.5","4","299","4","600","301","5","83","89","67","62","62","8","62","5","58","2","58","3","58","2","58","3","58","2","62","61","7","7.5","0","62","58","48","59","58","58","61","100","14.29","2","14.29","2m 4f 189y","4589","151","111","13.1999998092651","","56","0","0","0","6","1","0","0","0","0","1","0","4589","111","13.1999998092651","14","58","85","78","95","82","","","0","0","3","0","0","1","1","1","5","0","0","0","0","0","2","0","1","0","3","1","1","58"
"13/11/2024 2:50:00 PM","Ayr","4500","Hurdle","Good","Hcap-Hdle","0","","","Malangen","3","143","10","Lady's Locket","Born To Sea","2353554637","","1","0","69","58","83","67","8","1","92","8","7","3","308","3","563","255","8","86","74","75","20","74","3","69","1","57","5","59","2","56","3","56","4","52","3","60","44","13","13","0","74","56","52","56","56","56","71","95.95","14.29","-12.04","19.48","2m 1f 33y","3773","143","93","25.7999992370605","1619","10","2","1","8","66","0","3","1","0","1","9","0","3773","93","25.7999992370605","26.4","56","74","83","67","73","","","7","10","41","3","6","19","6","12","52","0","1","1","2","1","15","1","14","7","41","1","6","56"
"13/11/2024 2:50:00 PM","Ayr","4500","Hurdle","Good","Hcap-Hdle","0","","","Quid Pro Quo","0","167","28","Thieving Gypsy","Beat Hollow","PP3122325-0","","1","0","69","40","80","87","2","5","116","2","14","6","279","5","593","314","4","97","86","88","43","77","1","40","7","59","1","40","7","40","6","40","6","0","7","0","0","17","17","0","77","40","48","51","52","47","77","85.71","25","-2.84","12.5","3m 26y","5306","168","119","53.8499984741211","","28","0","0","9","5","2","0","0","0","1","2","1","5306","119","53.8499984741211","59.41","40","86","80","87","90","","","2","2","9","1","1","5","3","0","5","0","0","0","1","0","1","1","6","2","9","0","0","40"
"13/11/2024 3:00:00 PM","Bangor-On-Dee","3665","Hurdle","Good To Soft","Nov-Hdle","0","","","Badbury Rings","0","154","17","Barton Heather","Black Sam Bellamy","60","","1","0","63","55","70","0","2","4","0","2","17","7","280","8","514","234","9","64","71","67","32","40","3","40","3","38","4","38","4","38","4","37","5","40","1","0","0","101","101","0","40","37","38","38","38","38","37","100","0","-2","0","1m 7f 50y","3350","158","0","41.4000015258789","","17","0","0","0","2","0","0","0","0","0","0","0","3350","0","41.4000015258789","20.72","37","70","70","0","0","","","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","1","0","0","37"
"13/11/2024 3:00:00 PM","Bangor-On-Dee","3665","Hurdle","Good To Soft","Nov-Hdle","0","","","Dangerous Touch","0","154","22","A Touch Of Sparkle","Vendangeur","476","","1","0","60","60","0","0","2","4","0","2","23","7","284","7","578","294","3","89","86","93","26","39","4","39","4","39","3","39","3","39","3","39","3","0","2","0","0","15","21","0","69","39","55","55","58","58","58","100","0","-3","0","2m 2f 111y","4071","158","0","30.25","","22","0","0","0","1","2","0","0","0","0","0","0","4071","0","30.25","5.76","39","0","0","0","0","","","0","0","1","0","0","1","0","0","2","0","0","0","0","0","2","0","1","0","0","0","0","39"
"13/11/2024 3:00:00 PM","Bangor-On-Dee","3665","Hurdle","Good To Soft","Nov-Hdle","0","","","Doctor Kildare","0","154","207","Lofte Place","Doctor Dino","41","","1","0","0","0","0","0","4","2","0","2","6","1","340","1","703","363","1","90","93","92","88","0","7","0","7","0","7","0","7","0","7","0","7","0","2","0","0","3.25","3.5","0","55","44","49","49","49","49","44","","50","0.5","0","2m 145y","3665","154","0","0","","207","0","0","0","0","2","0","0","0","0","0","1","3665","0","0","2.42","44","76","76","0","0","","","0","0","0","1","0","2","1","0","2","1","0","1","1","0","2","0","0","0","0","0","0","44"
"13/11/2024 3:00:00 PM","Bangor-On-Dee","3665","Hurdle","Good To Soft","Nov-Hdle","0","","","Gentleman Bill","0","154","27","Snow Water","Rule Of Law","13","","1","0","82","82","0","0","6","1","0","2","8.5","2","328","2","648","320","2","69","77","80","94","38","5","38","5","38","4","38","4","38","4","38","4","0","2","0","0","6.5","6","0","47","38","42","42","42","42","38","100","50","1.25","50","2m 1f 33y","3773","154","0","14.5","","27","0","0","0","1","1","0","0","0","0","0","1","3773","0","14.5","3.5","38","0","0","0","0","","","0","0","0","1","1","2","0","1","1","0","0","0","1","1","2","0","0","0","0","0","0","38"
"13/11/2024 3:00:00 PM","Bangor-On-Dee","3665","Hurdle","Good To Soft","Nov-Hdle","0","","","Good Company","0","154","","On Yer Own","Dragon Dancer","","","1","0","0","0","0","0","0","8","0","2","","6","246","9","504","258","8","69","55","54","80","0","7","0","7","0","7","0","7","0","7","0","7","0","2","0","0","67","67","0","","","","","","","","","","","","","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"13/11/2024 3:00:00 PM","Bangor-On-Dee","3665","Hurdle","Good To Soft","Nov-Hdle","0","","","Gwennie May Star","0","154","20","Grande Symphonie","Masterstroke","93P8","","1","0","50","60","40","0","0","8","0","2","6.5","4","314","4","543","229","11","87","95","87","-40","50","2","50","2","50","2","50","2","50","2","50","2","0","2","0","0","34","51","0","73","50","45","61","55","50","60","50","0","-4","25","1m 7f 169y","3469","152","0","20.6000003814697","","20","0","0","0","2","2","0","0","0","0","0","0","3469","0","20.6000003814697","21.57","50","40","40","0","0","","","0","0","2","0","1","2","0","1","3","0","1","1","0","0","1","0","2","0","1","0","0","50"
"13/11/2024 3:00:00 PM","Bangor-On-Dee","3665","Hurdle","Good To Soft","Nov-Hdle","0","","","I'm A Lumberjack","0","154","214","Decision Made","Jack Hobbs","226-39","","1","0","0","0","0","0","0","8","0","2","4.33","5","311","5","543","232","10","74","77","75","6","0","7","0","7","0","7","0","7","0","7","0","7","0","2","0","0","2.38","2.2","0","72","72","61","70","67","72","72","","0","-5","60","2m 209y","3729","158","0","12.8500003814697","","214","0","0","0","0","5","0","0","0","0","0","0","3729","0","12.8500003814697","24.59","72","92","93","91","91","","","0","1","3","0","3","4","0","1","1","0","0","0","0","2","2","0","3","0","0","0","0","72"
"13/11/2024 3:00:00 PM","Bangor-On-Dee","3665","Hurdle","Good To Soft","Nov-Hdle","0","","","Kadjar Des Mottes","0","154","27","Sauves La Reine","Balko","6","","1","0","0","0","0","0","4","2","0","2","15","9","286","6","548","262","6","73","81","78","30","0","7","0","7","0","7","0","7","0","7","0","7","0","2","0","0","13","21","0","52","52","52","52","52","52","","","0","-1","0","2m 1f 33y","3773","155","0","11.8000001907349","","27","0","0","0","0","1","0","0","0","0","0","0","3773","0","11.8000001907349","6","52","0","0","0","0","","","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","52"
"13/11/2024 3:00:00 PM","Bangor-On-Dee","3665","Hurdle","Good To Soft","Nov-Hdle","0","","","Oh My Johnny","0","154","20","Milan Dancer","Soldier Of Fortune","4","","1","0","80","80","0","0","2","4","0","2","9","3","319","3","581","262","6","72","66","68","56","57","1","57","1","57","1","57","1","57","1","57","1","0","2","0","0","11","8","0","57","57","57","57","57","57","","100","0","-1","0","1m 7f 169y","3469","155","0","5.75","","20","0","0","0","1","0","0","0","0","0","0","0","3469","0","5.75","4.26","57","0","0","0","0","","","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","57"
"13/11/2024 3:00:00 PM","Bangor-On-Dee","3665","Hurdle","Good To Soft","Nov-Hdle","0","","","Royal King","3","154","","Anaqueen","Saint Des Saints","","","1","0","0","0","0","0","0","8","112","1","","11","228","11","515","287","4","75","63","69","80","0","7","0","7","0","7","0","7","0","7","0","7","0","2","0","0","34","51","0","","","","","","","","","","","","","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"13/11/2024 3:00:00 PM","Bangor-On-Dee","3665","Hurdle","Good To Soft","Nov-Hdle","0","","","Winchmore Hill","0","154","248","Hats And Heels","Walk In The Park","6","","1","0","55","55","0","0","2","4","0","2","21","10","245","10","517","272","5","73","61","62","76","32","6","32","6","32","6","32","6","32","6","32","6","0","2","0","0","26","29","0","32","32","32","32","32","32","","100","0","-1","0","2m 4f 189y","4589","158","0","20","","248","0","0","0","1","0","0","0","0","0","0","0","4589","0","20","6.82","32","0","0","0","0","","","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","32"
"13/11/2024 3:25:00 PM","Ayr","3520","NHF","Good","NHF","0","","","Castle Carrock","0","156","","Myztique","Mahler","","","1","0","0","0","0","0","0","1","0","1","","2","362","2","754","392","1","100","99","93","100","0","2","0","2","0","2","0","2","0","2","0","2","0","1","0","0","1.83","1.83","0","","","","","","","","","","","","","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"13/11/2024 3:25:00 PM","Ayr","3520","NHF","Good","NHF","0","","","Glenville","0","156","186","Glenora Gale","Getaway","0","","1","0","57","57","0","0","0","1","0","1","","1","376","1","689","313","6","88","93","92","40","45","1","45","1","45","1","45","1","45","1","45","1","0","1","0","0","34","34","0","45","45","45","45","45","45","","","0","-1","0","1m 7f 144y","3444","154","0","57.5","","186","0","0","0","0","1","0","0","0","0","0","0","3444","0","57.5","34.2","45","0","0","0","0","","","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","45"
"13/11/2024 3:25:00 PM","Ayr","3520","NHF","Good","NHF","0","","","Jack Dempsey","5","156","","Belfast Central","Jack Hobbs","","","1","0","0","0","0","0","0","1","0","1","","3","358","3","702","344","5","84","80","80","100","0","2","0","2","0","2","0","2","0","2","0","2","0","1","0","0","34","34","0","","","","","","","","","","","","","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"13/11/2024 3:25:00 PM","Ayr","3520","NHF","Good","NHF","0","","","Portnablagh","0","156","","Chosen Law","Berkshire","","","1","0","0","0","0","0","0","1","0","1","","3","358","3","725","367","2","85","92","90","100","0","2","0","2","0","2","0","2","0","2","0","2","0","1","0","0","15","15","0","","","","","","","","","","","","","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"13/11/2024 3:25:00 PM","Ayr","3520","NHF","Good","NHF","0","","","Shes All Pride","3","149","","Ballyallia Pride","Order Of St George","","","1","0","0","0","0","0","0","1","0","1","","3","358","3","709","351","4","83","80","88","100","0","2","0","2","0","2","0","2","0","2","0","2","0","1","0","0","4.33","5","0","","","","","","","","","","","","","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"13/11/2024 3:25:00 PM","Ayr","3520","NHF","Good","NHF","0","","","Wild Reiver","5","156","","Supreme Benny","Valirann","","","1","0","0","0","0","0","0","1","0","1","","3","358","3","717","359","3","88","84","87","100","0","2","0","2","0","2","0","2","0","2","0","2","0","1","0","0","4","4","0","","","","","","","","","","","","","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"13/11/2024 3:35:00 PM","Bangor-On-Dee","4303","Hurdle","Good To Soft","Hcap-Hdle","0","","","Aston Martini","0","150","272","Gabriella Rose","Getaway","11-24","","1","0","92","89","92","95","4","3","120","10","9.5","1","271","5","635","364","1","87","95","92","90","75","7","75","3","59","9","59","8","59","8","59","7","75","3","59","0","4.5","5","0","75","59","58","64","59","59","59","100","50","0.75","25","2m 3f 173y","4353","161","122","42","","272","0","0","0","3","1","0","0","0","0","1","1","4353","122","42","6.95","59","94","92","95","0","","","0","0","0","1","0","2","0","1","1","0","0","0","0","1","2","0","0","2","2","0","0","59"
"13/11/2024 3:35:00 PM","Bangor-On-Dee","4303","Hurdle","Good To Soft","Hcap-Hdle","0","","","Benassi","3","151","305","Kylebeg Krystle","Westerner","3/121P2-7","","1","0","69","63","77","67","4","3","121","9","9.5","8","238","9","492","254","7","86","51","60","57","74","8","74","5","59","9","63","5","63","6","53","8","74","4","0","0","17","17","0","74","53","50","62","57","53","65","85.71","28.57","-0.88","28.57","2m 3f 154y","4334","154","123","39.75","","305","0","0","0","7","0","0","0","0","0","2","0","4334","123","39.75","4.75","53","77","77","67","88","","","1","1","3","0","0","3","0","0","1","0","0","0","1","1","4","1","3","0","0","0","0","53"
"13/11/2024 3:35:00 PM","Bangor-On-Dee","4303","Hurdle","Good To Soft","Hcap-Hdle","0","","","Cheddleton","0","160","193","Over Sixty","Shirocco","4332/44P-1PP","","1","0","68","67","53","85","2","6","130","5","11","6","242","8","508","266","6","67","75","77","47","78","5","0","9","68","3","0","9","0","9","0","9","0","9","0","0","21","21","0","78","0","59","57","70","0","78","85.71","27.27","-0.83","18.18","3m","5280","163","138","0","","193","0","0","13","8","1","0","0","0","3","2","1","5280","138","0","29","0","81","88","62","93","","","0","1","3","0","0","3","0","3","10","1","0","2","6","3","19","0","3","0","0","0","0","0"
"13/11/2024 3:35:00 PM","Bangor-On-Dee","4303","Hurdle","Good To Soft","Hcap-Hdle","0","","","Della Casa Lunga","0","165","195","Longhouse Presents","Champs Elysees","132P328-11P","","1","0","89","80","94","93","12","1","135","2","10","7","293","3","494","201","10","61","65","62","13","76","6","74","5","71","2","68","2","71","1","71","2","74","4","50","66","21","21","0","76","0","49","65","55","71","74","75","18.75","9.13","31.25","2m 7f 110y","5170","155","133","0","","195","0","0","0","12","4","0","0","0","0","3","0","5170","133","0","24.54","0","88","94","93","76","","","0","3","7","0","2","3","0","0","1","0","0","0","2","2","5","0","7","1","4","0","0","0"
"13/11/2024 3:35:00 PM","Bangor-On-Dee","4303","Hurdle","Good To Soft","Hcap-Hdle","0","","","Homme Public","7","168","32","Uddy","Cokoriko","200112-1768","","1","0","83","84","75","91","0","8","138","1","8","10","302","2","490","188","11","61","62","60","5","70","9","0","9","65","5","0","9","0","9","0","9","0","9","0","0","15","21","0","82","66","65","63","67","66","79","100","31.82","10.71","18.18","2m 3f 98y","4278","147","140","39","","32","0","0","7","15","0","0","0","0","3","4","0","4278","140","39","15.5","66","83","65","91","93","","","3","1","7","0","1","5","1","2","8","0","1","1","1","3","8","3","7","3","7","0","0","66"
"13/11/2024 3:35:00 PM","Bangor-On-Dee","4303","Hurdle","Good To Soft","Hcap-Hdle","0","","","Itsnoteasy","0","146","327","Everybodys Dream","Ocovango","521-","","1","0","82","94","80","73","6","2","116","11","15","3","234","10","571","337","2","86","87","90","74","62","10","62","8","62","8","62","6","62","7","62","5","62","7","0","0","8","7","0","62","62","60","60","62","62","62","100","33.33","-1.17","33.33","2m 3f 207y","4387","158","0","0","","327","0","0","0","3","0","0","0","0","0","1","0","4387","0","0","1.93","62","77","80","73","0","","","0","0","1","1","1","3","0","0","0","0","0","0","1","1","2","0","1","0","0","0","0","62"
"13/11/2024 3:35:00 PM","Bangor-On-Dee","4303","Hurdle","Good To Soft","Hcap-Hdle","0","","","Jipcot","0","153","31","Blinngaroe","Choeur Du Nord","007F3-137","","1","0","86","77","94","88","2","6","123","7","8.5","4","276","4","491","215","9","72","71","65","7","85","1","85","1","64","6","66","4","66","4","66","4","85","1","56","0","7","7","0","85","66","58","69","64","66","67","87.5","12.5","-3.5","12.5","1m 7f 182y","3482","155","124","16.7999992370605","","31","0","0","3","5","0","0","0","0","0","1","0","3482","124","16.7999992370605","12.84","66","83","67","94","88","","","0","0","3","0","0","1","0","1","2","0","0","0","1","1","5","0","3","0","0","0","0","66"
"13/11/2024 3:35:00 PM","Bangor-On-Dee","4303","Hurdle","Good To Soft","Hcap-Hdle","0","","","Jungle Jack","0","161","171","Skew","Doyen","12/219P-2602","","1","0","80","91","74","75","4","3","131","4","7","2","321","1","598","277","4","68","79","78","52","83","3","75","3","64","6","62","6","65","5","75","1","41","8","65","59","8.5","9","0","83","75","58","60","64","65","75","92.86","35.71","2.71","28.57","2m 51y","3571","168","131","2.75","","171","0","0","1","13","0","0","0","0","0","5","0","3571","131","2.75","9.97","75","78","74","75","84","","","2","1","5","1","1","4","1","1","4","2","1","4","3","3","9","2","5","0","0","0","0","75"
"13/11/2024 3:35:00 PM","Bangor-On-Dee","4303","Hurdle","Good To Soft","Hcap-Hdle","0","","","Lemoncello","5","152","","That's Nellie","Spider Flight","","","1","0","0","0","0","0","0","8","122","8","","10","162","11","413","251","8","68","77","70","36","0","11","0","9","0","11","0","9","0","9","0","9","0","9","0","0","8.5","9","0","","","","","","","","","","","","","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"13/11/2024 3:35:00 PM","Bangor-On-Dee","4303","Hurdle","Good To Soft","Hcap-Hdle","0","","","Might I","0","165","186","Our Honey","Fame And Glory","28/24213-066","","1","0","90","88","94","88","0","8","135","2","14","5","269","6","540","271","5","88","73","91","19","80","4","79","2","72","1","70","1","70","2","70","3","79","2","59","0","6.5","5.5","0","80","70","70","69","72","70","79","100","20","5.15","26.67","3m 58y","5338","163","138","18.4500007629395","","186","0","0","3","10","2","0","0","0","1","1","1","5338","138","18.4500007629395","14.56","70","92","94","88","94","","","1","2","5","1","1","3","0","2","4","0","0","0","2","2","9","1","5","0","1","0","0","70"
"13/11/2024 3:35:00 PM","Bangor-On-Dee","4303","Hurdle","Good To Soft","Hcap-Hdle","0","","","West To The Bridge","0","159","40","Godlylady","Flemensfirth","21962F-5443","","1","0","75","72","84","69","0","8","129","6","13","9","245","7","565","320","3","86","93","87","54","85","1","70","7","66","4","67","3","68","3","60","6","68","6","70","66","8","9","0","85","60","56","66","64","68","76","89.58","17.31","33.85","17.31","2m 1f 162y","3902","164","131","22","","40","0","0","5","43","4","0","0","0","0","9","0","3902","131","22","42.06","60","73","84","69","66","","","0","3","15","6","3","20","1","3","13","1","0","2","9","6","34","0","15","0","3","0","0","60"
"13/11/2024 4:05:00 PM","Bangor-On-Dee","5092","Hurdle","Good To Soft","Nov-Hdle","0","","","Bea My Shadow","5","147","12","Lolli","Flemensfirth","7P","","1","0","53","53","0","0","4","1","0","3","","6","294","6","585","291","7","72","73","78","68","0","7","0","7","0","7","0","7","0","7","0","7","0","5","0","0","101","101","0","0","0","0","0","0","0","0","0","0","-2","0","2m 3f 154y","4334","142","0","0","","12","0","0","0","1","1","0","0","0","0","0","0","4334","0","0","540","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"13/11/2024 4:05:00 PM","Bangor-On-Dee","5092","Hurdle","Good To Soft","Nov-Hdle","0","","","Beaufort Scale","0","161","39","Carrigeen Aspen","Sholokhov","43213U9","","1","0","63","62","53","74","4","1","0","3","6","2","343","2","679","336","3","93","88","77","78","57","2","57","2","56","2","56","2","56","2","56","2","48","2","57","57","2.88","3.75","0","59","56","45","53","56","48","57","80","14.29","-1","28.57","3m","5280","149","123","55.25","","39","0","0","0","5","2","0","0","0","0","1","0","5280","123","55.25","20.9","56","74","53","74","96","","","0","0","1","0","0","1","1","1","3","0","0","0","0","1","2","0","1","1","4","0","0","56"
"13/11/2024 4:05:00 PM","Bangor-On-Dee","5092","Hurdle","Good To Soft","Nov-Hdle","0","","","Carrig Kate","0","147","25","Carrig Millie","Westerner","42","","1","0","83","83","0","0","4","1","0","3","4.5","3","336","3","679","343","2","81","89","93","80","51","4","51","4","51","3","51","3","51","3","51","4","0","5","0","0","6","6","0","51","51","51","51","51","51","51","100","0","-2","50","2m 6f 7y","4847","148","0","3.75","","25","0","0","0","1","1","0","0","0","0","0","0","4847","0","3.75","16.11","51","0","0","0","0","","","0","0","0","0","0","0","0","1","1","0","0","0","0","1","2","0","0","0","0","0","0","51"
"13/11/2024 4:05:00 PM","Bangor-On-Dee","5092","Hurdle","Good To Soft","Nov-Hdle","0","","","Latenightrumble","3","154","41","Latenightdip","Sulamani","257","","1","0","54","58","50","0","2","5","110","2","10","7","282","7","568","286","8","87","76","79","44","37","6","37","6","34","6","34","6","34","6","37","6","31","4","0","0","13","17","0","51","37","39","39","37","37","37","100","0","-3","33.33","2m","3520","154","0","32.75","","41","0","0","1","2","0","0","0","0","0","0","0","3520","0","32.75","122.86","37","50","50","0","0","","","0","0","1","0","0","0","0","1","3","0","0","0","0","1","1","0","1","0","1","0","0","37"
"13/11/2024 4:05:00 PM","Bangor-On-Dee","5092","Hurdle","Good To Soft","Nov-Hdle","0","","","Minella Rescue","0","161","178","Some Catch","Beat Hollow","3118-431","","1","0","86","88","86","83","2","5","118","1","3.5","1","351","1","725","374","1","85","97","92","100","61","1","61","1","60","1","60","1","60","1","59","1","60","1","61","0","2.63","2.1","0","75","59","61","60","61","60","65","100","42.86","-0.72","14.29","2m 6f 7y","4847","157","118","0","","178","0","0","0","3","4","0","0","0","0","1","2","4847","118","0","1.35","59","85","86","83","0","","","0","1","1","0","0","0","2","0","2","0","0","0","0","0","1","0","1","3","5","0","0","59"
"13/11/2024 4:05:00 PM","Bangor-On-Dee","5092","Hurdle","Good To Soft","Nov-Hdle","0","","","Night Duty","0","154","25","Lerichi","Kalanisi","3-5","","1","0","70","57","82","0","0","8","0","3","6","5","303","4","625","322","5","89","83","82","68","48","5","46","5","47","4","46","4","46","4","46","5","0","5","0","0","10","12","0","48","46","47","47","47","47","46","100","0","-2","50","2m 6f 7y","4847","158","0","15.5","","25","0","0","0","2","0","0","0","0","0","0","0","4847","0","15.5","6.25","46","82","82","0","0","","","0","1","1","0","0","0","0","1","2","0","0","0","0","0","1","0","1","0","0","0","0","46"
"13/11/2024 4:05:00 PM","Bangor-On-Dee","5092","Hurdle","Good To Soft","Nov-Hdle","0","","","Subtle Fortune","0","147","628","Subtilty","Soldier Of Fortune","7-","","1","0","0","0","0","0","4","1","0","3","","8","276","8","610","334","4","86","81","79","88","0","7","0","7","0","7","0","7","0","7","0","7","0","5","0","0","11","11","0","46","46","46","46","46","46","","","0","-1","0","2m","3520","151","0","28.2999992370605","","628","0","0","0","0","1","0","0","0","0","0","0","3520","0","28.2999992370605","9.61","46","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","46"
"13/11/2024 4:05:00 PM","Bangor-On-Dee","5092","Hurdle","Good To Soft","Nov-Hdle","0","","","The Big Breac","0","154","20","Courtmac Memories","Malinas","96","","1","0","63","74","51","0","2","5","0","3","12","4","300","5","611","311","6","72","74","85","80","54","3","54","3","44","5","44","5","44","5","54","3","34","3","0","0","101","101","0","54","54","44","44","44","44","34","100","0","-2","0","2m 3f 218y","4398","151","0","26.0499992370605","","20","0","0","0","2","0","0","0","0","0","0","0","4398","0","26.0499992370605","350","54","51","51","0","0","","","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","54"
